                                        0.00195312                                        0.00000000
                                        0.00390625                                        0.00000000
                                        0.00585938                                        0.00000000
                                        0.00781250                                        0.00000000
                                        0.00976562                                        0.00000000
                                        0.01171875                                        0.00000000
                                        0.01367188                                        0.00000000
                                        0.01562500                                        0.00000000
                                        0.01757812                                        0.00000000
                                        0.01953125                                        0.00000000
                                        0.02148438                                        0.00000000
                                        0.02343750                                        0.00000000
                                        0.02539062                                        0.00000000
                                        0.02734375                                        0.00000000
                                        0.02929688                                        0.00000000
                                        0.03125000                                        0.00000000
                                        0.03320312                                        0.00000000
                                        0.03515625                                        0.00000000
                                        0.03710938                                        0.00000000
                                        0.03906250                                        0.00000000
                                        0.04101562                                        0.00000000
                                        0.04296875                                        0.00000000
                                        0.04492188                                        0.00000000
                                        0.04687500                                        0.00000000
                                        0.04882812                                        0.00000000
                                        0.05078125                                        0.00000000
                                        0.05273438                                        0.00000000
                                        0.05468750                                        0.00000000
                                        0.05664062                                        0.00000000
                                        0.05859375                                        0.00000000
                                        0.06054688                                        0.00000000
                                        0.06250000                                        0.00000000
                                        0.06445312                                        0.00000000
                                        0.06640625                                        0.00000000
                                        0.06835938                                        0.00000000
                                        0.07031250                                        0.00000000
                                        0.07226562                                        0.00000000
                                        0.07421875                                        0.00000000
                                        0.07617188                                        0.00000000
                                        0.07812500                                        0.00000000
                                        0.08007812                                        0.00000000
                                        0.08203125                                        0.00000000
                                        0.08398438                                        0.00000000
                                        0.08593750                                        0.00000000
                                        0.08789062                                        0.00000000
                                        0.08984375                                        0.00000000
                                        0.09179688                                        0.00000000
                                        0.09375000                                        0.00000000
                                        0.09570312                                        0.00000000
                                        0.09765625                                        0.00000000
                                        0.09960938                                        0.00000000
                                        0.10156250                                        0.00000000
                                        0.10351562                                        0.00000000
                                        0.10546875                                        0.00000000
                                        0.10742188                                        0.00000000
                                        0.10937500                                        0.00000000
                                        0.11132812                                        0.00000000
                                        0.11328125                                        0.00000000
                                        0.11523438                                        0.00000000
                                        0.11718750                                        0.00000000
                                        0.11914062                                        0.00000000
                                        0.12109375                                        0.00000000
                                        0.12304688                                        0.00000000
                                        0.12500000                                        0.00000000
                                        0.12695312                                        0.00000000
                                        0.12890625                                        0.00000000
                                        0.13085938                                        0.00000000
                                        0.13281250                                        0.00000000
                                        0.13476562                                        0.00000000
                                        0.13671875                                        0.00000000
                                        0.13867188                                        0.00000000
                                        0.14062500                                        0.00000000
                                        0.14257812                                        0.00000000
                                        0.14453125                                        0.00000000
                                        0.14648438                                        0.00000000
                                        0.14843750                                        0.00000000
                                        0.15039062                                        0.00000000
                                        0.15234375                                        0.00000000
                                        0.15429688                                        0.00000000
                                        0.15625000                                        0.00000000
                                        0.15820312                                        0.00000000
                                        0.16015625                                        0.00000000
                                        0.16210938                                        0.00000000
                                        0.16406250                                        0.00000000
                                        0.16601562                                        0.00000000
                                        0.16796875                                        0.00000000
                                        0.16992188                                        0.00000000
                                        0.17187500                                        0.00000000
                                        0.17382812                                        0.00000000
                                        0.17578125                                        0.00000000
                                        0.17773438                                        0.00000000
                                        0.17968750                                        0.00000000
                                        0.18164062                                        0.00000000
                                        0.18359375                                        0.00000000
                                        0.18554688                                        0.00000000
                                        0.18750000                                        0.00000000
                                        0.18945312                                        0.00000000
                                        0.19140625                                        0.00000000
                                        0.19335938                                        0.00000000
                                        0.19531250                                        0.00000000
                                        0.19726562                                        0.00000000
                                        0.19921875                                        0.00000000
                                        0.20117188                                        0.00000000
                                        0.20312500                                        0.00000000
                                        0.20507812                                        0.00000000
                                        0.20703125                                        0.00000000
                                        0.20898438                                        0.00000000
                                        0.21093750                                        0.00000000
                                        0.21289062                                        0.00000000
                                        0.21484375                                        0.00000000
                                        0.21679688                                        0.00000000
                                        0.21875000                                        0.00000000
                                        0.22070312                                        0.00000000
                                        0.22265625                                        0.00000000
                                        0.22460938                                        0.00000000
                                        0.22656250                                        0.00000000
                                        0.22851562                                        0.00000000
                                        0.23046875                                        0.00000000
                                        0.23242188                                        0.00000000
                                        0.23437500                                        0.00000000
                                        0.23632812                                        0.00000000
                                        0.23828125                                        0.00000000
                                        0.24023438                                        0.00000000
                                        0.24218750                                        0.00000000
                                        0.24414062                                        0.00000000
                                        0.24609375                                        0.00000000
                                        0.24804688                                        0.00000000
                                        0.25000000                                        0.00000000
